Side,Type,Metric,Value,relation_id,relation_label,model
both,pessimistic,adjusted_inverse_harmonic_mean_rank,0.34209261781541167,1,P1412,distmult
head,optimistic,geometric_mean_rank,46336.43242584493,1,P1412,distmult
tail,optimistic,geometric_mean_rank,3.5667708734592845,1,P1412,distmult
both,optimistic,geometric_mean_rank,406.5358994683224,1,P1412,distmult
head,realistic,geometric_mean_rank,46336.34375,1,P1412,distmult
tail,realistic,geometric_mean_rank,3.5667710304260254,1,P1412,distmult
both,realistic,geometric_mean_rank,406.5355224609375,1,P1412,distmult
head,pessimistic,geometric_mean_rank,46336.43538320051,1,P1412,distmult
tail,pessimistic,geometric_mean_rank,3.5667708734592845,1,P1412,distmult
both,pessimistic,geometric_mean_rank,406.5359124416045,1,P1412,distmult
head,optimistic,adjusted_arithmetic_mean_rank,0.06715862269006397,1,P1412,distmult
tail,optimistic,adjusted_arithmetic_mean_rank,0.0036071858554232524,1,P1412,distmult
both,optimistic,adjusted_arithmetic_mean_rank,0.035382858012093656,1,P1412,distmult
head,realistic,adjusted_arithmetic_mean_rank,0.0671586276497247,1,P1412,distmult
tail,realistic,adjusted_arithmetic_mean_rank,0.0036071858554232524,1,P1412,distmult
both,realistic,adjusted_arithmetic_mean_rank,0.03538285724907003,1,P1412,distmult
head,pessimistic,adjusted_arithmetic_mean_rank,0.06715863489845963,1,P1412,distmult
tail,pessimistic,adjusted_arithmetic_mean_rank,0.0036071858554232524,1,P1412,distmult
both,pessimistic,adjusted_arithmetic_mean_rank,0.0353828641162826,1,P1412,distmult
head,optimistic,count,68.0,1,P1412,distmult
tail,optimistic,count,68.0,1,P1412,distmult
both,optimistic,count,136.0,1,P1412,distmult
head,realistic,count,68.0,1,P1412,distmult
tail,realistic,count,68.0,1,P1412,distmult
both,realistic,count,136.0,1,P1412,distmult
head,pessimistic,count,68.0,1,P1412,distmult
tail,pessimistic,count,68.0,1,P1412,distmult
both,pessimistic,count,136.0,1,P1412,distmult
head,optimistic,standard_deviation,365323.39450680977,1,P1412,distmult
tail,optimistic,standard_deviation,70277.75536657365,1,P1412,distmult
both,optimistic,standard_deviation,273971.37663205055,1,P1412,distmult
head,realistic,standard_deviation,365323.40625,1,P1412,distmult
tail,realistic,standard_deviation,70277.75,1,P1412,distmult
both,realistic,standard_deviation,273971.375,1,P1412,distmult
head,pessimistic,standard_deviation,365323.4216873835,1,P1412,distmult
tail,pessimistic,standard_deviation,70277.75536657365,1,P1412,distmult
