Side,Type,Metric,Value,relation_id,relation_label,model
head,pessimistic,inverse_harmonic_mean_rank,1.7672563129223847e-05,1,P1412,simple
tail,pessimistic,inverse_harmonic_mean_rank,0.0008047017510575483,1,P1412,simple
both,pessimistic,inverse_harmonic_mean_rank,0.000411187157093386,1,P1412,simple
head,optimistic,inverse_geometric_mean_rank,1.7705860276778248e-06,1,P1412,simple
tail,optimistic,inverse_geometric_mean_rank,0.00010157797150289196,1,P1412,simple
both,optimistic,inverse_geometric_mean_rank,1.341091111978887e-05,1,P1412,simple
head,realistic,inverse_geometric_mean_rank,1.770586209204339e-06,1,P1412,simple
tail,realistic,inverse_geometric_mean_rank,0.00010157796350540593,1,P1412,simple
both,realistic,inverse_geometric_mean_rank,1.3410904102784116e-05,1,P1412,simple
head,pessimistic,inverse_geometric_mean_rank,1.770585637361825e-06,1,P1412,simple
tail,pessimistic,inverse_geometric_mean_rank,0.00010157795927096384,1,P1412,simple
both,pessimistic,inverse_geometric_mean_rank,1.3410908834142935e-05,1,P1412,simple
head,optimistic,variance,1655447494356.0605,1,P1412,simple
tail,optimistic,variance,23697785904.194427,1,P1412,simple
both,optimistic,variance,1211070428249.2495,1,P1412,simple
head,realistic,variance,1655447748608.0,1,P1412,simple
tail,realistic,variance,23697784832.0,1,P1412,simple
both,realistic,variance,1211070676992.0,1,P1412,simple
head,pessimistic,variance,1655447997666.7776,1,P1412,simple
tail,pessimistic,variance,23697787745.02249,1,P1412,simple
both,pessimistic,variance,1211070878018.225,1,P1412,simple
head,optimistic,median_rank,851255.0,1,P1412,simple
tail,optimistic,median_rank,9795.5,1,P1412,simple
both,optimistic,median_rank,104686.0,1,P1412,simple
head,realistic,median_rank,851255.0,1,P1412,simple
tail,realistic,median_rank,9795.5,1,P1412,simple
both,realistic,median_rank,104686.0,1,P1412,simple
head,pessimistic,median_rank,851255.0,1,P1412,simple
tail,pessimistic,median_rank,9795.5,1,P1412,simple
both,pessimistic,median_rank,104686.0,1,P1412,simple
head,optimistic,inverse_median_rank,1.1747361248979448e-06,1,P1412,simple
tail,optimistic,inverse_median_rank,0.00010208769332856924,1,P1412,simple
both,optimistic,inverse_median_rank,9.552375675830579e-06,1,P1412,simple
head,realistic,inverse_median_rank,1.174736098619178e-06,1,P1412,simple
tail,realistic,inverse_median_rank,0.00010208769526798278,1,P1412,simple
both,realistic,inverse_median_rank,9.552375558996573e-06,1,P1412,simple
head,pessimistic,inverse_median_rank,1.1747361248979448e-06,1,P1412,simple
tail,pessimistic,inverse_median_rank,0.00010208769332856924,1,P1412,simple
both,pessimistic,inverse_median_rank,9.552375675830579e-06,1,P1412,simple
head,optimistic,adjusted_arithmetic_mean_rank_index,0.4692940561246186,1,P1412,simple
tail,optimistic,adjusted_arithmetic_mean_rank_index,0.9752886390210923,1,P1412,simple
both,optimistic,adjusted_arithmetic_mean_rank_index,0.7222917158988785,1,P1412,simple
head,realistic,adjusted_arithmetic_mean_rank_index,0.46929393404061115,1,P1412,simple
tail,realistic,adjusted_arithmetic_mean_rank_index,0.9752886367320238,1,P1412,simple
both,realistic,adjusted_arithmetic_mean_rank_index,0.722291699112352,1,P1412,simple
head,pessimistic,adjusted_arithmetic_mean_rank_index,0.46929391572801016,1,P1412,simple
tail,pessimistic,adjusted_arithmetic_mean_rank_index,0.9752886329169097,1,P1412,simple
both,pessimistic,adjusted_arithmetic_mean_rank_index,0.7222916426485807,1,P1412,simple
head,optimistic,z_geometric_mean_rank,5.700054287408341,1,P1412,simple
tail,optimistic,z_geometric_mean_rank,8.291303056724537,1,P1412,simple
both,optimistic,z_geometric_mean_rank,11.234874073718142,1,P1412,simple
head,realistic,z_geometric_mean_rank,5.700054613542775,1,P1412,simple
tail,realistic,z_geometric_mean_rank,8.291303051538302,1,P1412,simple
both,realistic,z_geometric_mean_rank,11.234873821531293,1,P1412,simple
head,pessimistic,z_geometric_mean_rank,5.700053706048056,1,P1412,simple
tail,pessimistic,z_geometric_mean_rank,8.291303051189027,1,P1412,simple
both,pessimistic,z_geometric_mean_rank,11.234873989952144,1,P1412,simple
head,optimistic,inverse_arithmetic_mean_rank,7.821380285907336e-07,1,P1412,simple
tail,optimistic,inverse_arithmetic_mean_rank,1.679702890200539e-05,1,P1412,simple
both,optimistic,inverse_arithmetic_mean_rank,1.4946777766505418e-06,1,P1412,simple
head,realistic,inverse_arithmetic_mean_rank,7.821378744665708e-07,1,P1412,simple
tail,realistic,inverse_arithmetic_mean_rank,1.679702654655557e-05,1,P1412,simple
both,realistic,inverse_arithmetic_mean_rank,1.4946776900615077e-06,1,P1412,simple
head,pessimistic,inverse_arithmetic_mean_rank,7.821378216787647e-07,1,P1412,simple
tail,pessimistic,inverse_arithmetic_mean_rank,1.6797024752886124e-05,1,P1412,simple
both,pessimistic,inverse_arithmetic_mean_rank,1.494677382404471e-06,1,P1412,simple
