Side,Type,Metric,Value,relation_id,relation_label,model
head,realistic,adjusted_geometric_mean_rank_index,0.9717904019399274,1,P1412,transe
tail,realistic,adjusted_geometric_mean_rank_index,0.9999990659246929,1,P1412,transe
both,realistic,adjusted_geometric_mean_rank_index,0.9997945125415753,1,P1412,transe
head,pessimistic,adjusted_geometric_mean_rank_index,0.9717904082833373,1,P1412,transe
tail,pessimistic,adjusted_geometric_mean_rank_index,0.9999990659246574,1,P1412,transe
both,pessimistic,adjusted_geometric_mean_rank_index,0.999794512497615,1,P1412,transe
head,optimistic,median_absolute_deviation,115449.49345392197,1,P1412,transe
tail,optimistic,median_absolute_deviation,1.482602218505602,1,P1412,transe
both,optimistic,median_absolute_deviation,459.6066877367366,1,P1412,transe
head,realistic,median_absolute_deviation,115449.49345392197,1,P1412,transe
tail,realistic,median_absolute_deviation,1.482602218505602,1,P1412,transe
both,realistic,median_absolute_deviation,459.6066877367366,1,P1412,transe
head,pessimistic,median_absolute_deviation,115449.49345392197,1,P1412,transe
tail,pessimistic,median_absolute_deviation,1.482602218505602,1,P1412,transe
both,pessimistic,median_absolute_deviation,459.6066877367366,1,P1412,transe
head,optimistic,z_inverse_harmonic_mean_rank,2.8560762355866074,1,P1412,transe
tail,optimistic,z_inverse_harmonic_mean_rank,7960.69608468764,1,P1412,transe
both,optimistic,z_inverse_harmonic_mean_rank,5631.077639364767,1,P1412,transe
head,realistic,z_inverse_harmonic_mean_rank,2.8560762739654106,1,P1412,transe
tail,realistic,z_inverse_harmonic_mean_rank,7960.696048625086,1,P1412,transe
both,realistic,z_inverse_harmonic_mean_rank,5631.076591078047,1,P1412,transe
head,pessimistic,z_inverse_harmonic_mean_rank,2.8560761748562173,1,P1412,transe
tail,pessimistic,z_inverse_harmonic_mean_rank,7960.69608468764,1,P1412,transe
both,pessimistic,z_inverse_harmonic_mean_rank,5631.077639321825,1,P1412,transe
head,optimistic,variance,233637432535.16953,1,P1412,transe
tail,optimistic,variance,7894.727508650519,1,P1412,transe
both,optimistic,variance,133412869325.55602,1,P1412,transe
head,realistic,variance,233637756928.0,1,P1412,transe
tail,realistic,variance,7894.72705078125,1,P1412,transe
both,realistic,variance,133413036032.0,1,P1412,transe
head,pessimistic,variance,233637998520.24805,1,P1412,transe
tail,pessimistic,variance,7894.727508650519,1,P1412,transe
both,pessimistic,variance,133413203466.56917,1,P1412,transe
head,optimistic,arithmetic_mean_rank,257655.64705882352,1,P1412,transe
tail,optimistic,arithmetic_mean_rank,19.08823529411765,1,P1412,transe
both,optimistic,arithmetic_mean_rank,128837.36764705883,1,P1412,transe
head,realistic,arithmetic_mean_rank,257655.828125,1,P1412,transe
tail,realistic,arithmetic_mean_rank,19.08823585510254,1,P1412,transe
both,realistic,arithmetic_mean_rank,128837.46875,1,P1412,transe
head,pessimistic,arithmetic_mean_rank,257656.04411764705,1,P1412,transe
tail,pessimistic,arithmetic_mean_rank,19.08823529411765,1,P1412,transe
both,pessimistic,arithmetic_mean_rank,128837.56617647059,1,P1412,transe
head,optimistic,median_rank,81191.0,1,P1412,transe
tail,optimistic,median_rank,2.0,1,P1412,transe
both,optimistic,median_rank,311.0,1,P1412,transe
head,realistic,median_rank,81191.0,1,P1412,transe
tail,realistic,median_rank,2.0,1,P1412,transe
both,realistic,median_rank,311.0,1,P1412,transe
head,pessimistic,median_rank,81191.0,1,P1412,transe
tail,pessimistic,median_rank,2.0,1,P1412,transe
both,pessimistic,median_rank,311.0,1,P1412,transe
head,optimistic,inverse_median_rank,1.2316636080353733e-05,1,P1412,transe
tail,optimistic,inverse_median_rank,0.5,1,P1412,transe
both,optimistic,inverse_median_rank,0.003215434083601286,1,P1412,transe
head,realistic,inverse_median_rank,1.2316636457399e-05,1,P1412,transe
